order_id,customer_id,seller_id,product_ids,product_category,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_customer_date,shipping_limit_date,delivery_time_hours,price,freight_value,item_count,total_weight_kg,total_volume_l,customer_city,customer_state,customer_lat,customer_long,seller_city,seller_state,seller_lat,seller_long,distance_km,purchase_hour,purchase_weekday,purchase_month,is_promo,is_holiday,seller_median_delivery_days
O1004628,C14627,S0066,P00553,fashion,21-11-2024 15.45,21-12-2024 6.10,24-12-2024 20.31,18-12-2024 15.45,82,47.88,42.55,1,0.621,1.18,Bhopal,Madhya Pradesh,23.803876,77.772453,Coimbatore,Tamil Nadu,10.936556,76.969731,1433.3,15,3,11,0,0,4.22
O1004629,C14628,S0130,P00723,electronics,07-12-2024 1.12,25-12-2024 3.37,31-12-2024 5.23,23-12-2024 1.12,65,48.66,25.53,1,3.143,2.612,Kanpur,Uttar Pradesh,25.663156,80.127526,Kolkata,West Bengal,22.606773,88.327103,898.53,1,5,12,1,0,3.04
O1004630,C14629,S0017,"P00264,P00137",beauty,04-02-2024 11.17,08-03-2024 13.03,12-03-2024 17.47,06-03-2024 11.17,89,97.9,43.56,2,2.686,14.105,Bhopal,Madhya Pradesh,23.539356,77.525778,Thiruvananthapuram,Kerala,8.543516,77.130329,1667.99,11,6,2,0,0,2.78
O1004631,C14630,S0144,"P00094,P00501,P00375",books,10-01-2024 3.13,07-02-2024 19.11,09-02-2024 22.06,06-02-2024 3.13,77,147.77,44.84,3,2.192,8.035,Indore,Madhya Pradesh,22.889985,74.901975,Kolkata,West Bengal,22.469391,88.082868,1352.68,3,2,1,0,0,3.64
O1004632,C14631,S0270,"P00058,P00539,P00777,P00347",beauty,26-10-2024 21.57,16-11-2024 5.26,23-11-2024 3.01,12-11-2024 21.57,71,236.71,108.43,4,2.243,7.063,Vadodara,Gujarat,22.985964,72.679253,Goa,Goa,15.208654,74.313565,881.65,21,5,10,0,0,5.16
O1004633,C14632,S0048,"P00171,P00617,P00408,P00369",automotive,14-07-2024 4.07,15-08-2024 22.55,19-08-2024 7.51,12-08-2024 4.07,87,613.12,32.2,4,5.887,15.849,Thiruvananthapuram,Kerala,8.445021,77.04958,Nagpur,Maharashtra,21.095286,78.838643,1419.67,4,6,7,0,0,6.01
O1004634,C14633,S0288,P00149,automotive,23-11-2024 2.12,12-12-2024 12.31,16-12-2024 13.57,09-12-2024 2.12,64,46.93,15.56,1,1.653,2.53,Ahmedabad,Gujarat,21.141328,73.303003,Delhi,Delhi,28.544262,77.334887,918.01,2,5,11,0,0,2.26
O1004635,C14634,S0163,"P00577,P00241",home_decor,14-09-2024 17.58,19-10-2024 11.14,24-10-2024 14.59,16-10-2024 17.58,94,124.23,30.47,2,2.359,16.336,Mysore,Karnataka,13.111872,76.592163,Delhi,Delhi,28.95979,77.266051,1763.58,17,5,9,1,0,1.6
O1004636,C14635,S0285,P00465,beauty,26-12-2024 22.37,20-01-2025 22.03,24-01-2025 2.30,17-01-2025 22.37,72,50.31,141.04,1,1.018,6.538,Mumbai,Maharashtra,19.611408,73.879227,Thiruvananthapuram,Kerala,8.358582,76.953829,1294.33,22,3,12,1,0,1.93
O1004637,C14636,S0105,P00389,fashion,29-04-2024 10.48,18-05-2024 16.39,20-05-2024 15.50,15-05-2024 10.48,60,52.82,42.7,1,1.472,10.267,Mumbai,Maharashtra,18.877058,72.194853,Mysore,Karnataka,12.524551,76.741276,857.61,10,0,4,0,0,4.39
O1004638,C14637,S0028,P00068,electronics,11-11-2024 13.28,16-12-2024 6.30,22-12-2024 14.19,12-12-2024 13.28,96,54.81,31.97,1,1.216,1.143,Kolkata,West Bengal,22.641033,88.226641,Mumbai,Maharashtra,19.134614,72.73483,1655,13,0,11,0,0,4.64
O1004639,C14638,S0004,"P00756,P00405",furniture,07-06-2024 22.37,13-06-2024 19.14,15-06-2024 21.38,10-06-2024 22.37,35,757.07,127.56,2,11.142,109.325,Ahmedabad,Gujarat,23.024298,72.798465,Ahmedabad,Gujarat,22.840895,72.288939,56.02,22,4,6,0,0,4.92
O1004640,C14639,S0139,"P00424,P00604,P00018,P00226",books,07-08-2024 0.57,16-08-2024 22.18,18-08-2024 8.19,15-08-2024 0.57,42,307.29,52.44,4,5.605,9.576,Ahmedabad,Gujarat,22.307641,72.939299,Mumbai,Maharashtra,19.270511,72.525127,340.45,0,2,8,0,0,4.52
O1004641,C14640,S0244,P00781,toys,13-11-2024 16.23,06-12-2024 14.05,09-12-2024 21.58,03-12-2024 16.23,69,47.59,58.17,1,1.781,1.235,Bengaluru,Karnataka,13.133109,77.236893,Vadodara,Gujarat,22.343872,72.982379,1118.67,16,2,11,0,0,2.44
O1004642,C14641,S0179,"P00004,P00567,P00710",books,31-01-2024 20.46,27-02-2024 14.36,29-02-2024 19.40,24-02-2024 20.46,74,194.38,46.96,3,2.171,14.379,Chennai,Tamil Nadu,13.566325,79.743412,Surat,Gujarat,21.126007,72.836477,1114.88,20,2,1,0,0,5.72
O1004643,C14642,S0034,"P00512,P00083,P00320",electronics,10-07-2024 21.15,04-08-2024 7.39,08-08-2024 12.40,01-08-2024 21.15,73,494.25,28.96,3,3.89,9.765,Kanpur,Uttar Pradesh,26.849199,80.016971,Pune,Maharashtra,18.615048,73.842134,1112.76,21,2,7,0,0,3.85
O1004644,C14643,S0229,"P00660,P00042",furniture,31-05-2024 1.14,25-06-2024 8.23,29-06-2024 18.59,22-06-2024 1.14,75,136.18,49.42,2,13.046,44.203,Pune,Maharashtra,18.642759,74.104997,Delhi,Delhi,28.732443,76.952664,1158.64,1,4,5,1,0,3.44
O1004645,C14644,S0158,"P00374,P00113",fashion,18-03-2024 3.09,03-04-2024 21.44,06-04-2024 7.29,01-04-2024 3.09,56,114.24,67.37,2,1.576,6.589,Nagpur,Maharashtra,21.328106,79.311899,Mumbai,Maharashtra,19.120758,72.181538,783.3,3,0,3,0,0,2.71
O1004646,C14645,S0290,"P00747,P00618,P00664",automotive,14-04-2024 21.22,19-05-2024 7.09,24-05-2024 9.46,16-05-2024 21.22,93,374.95,37.65,3,5.931,3.081,Delhi,Delhi,28.806834,77.638799,Bengaluru,Karnataka,12.956033,77.399911,1762.7,21,6,4,0,0,3.7
O1004647,C14646,S0213,P00682,toys,01-05-2024 14.24,21-05-2024 9.38,20-05-2024 18.06,18-05-2024 14.24,56,47.75,24.73,1,4.814,10.601,Indore,Madhya Pradesh,21.961324,74.7077,Goa,Goa,15.5777,74.426904,710.44,14,2,5,0,0,5.07
O1004648,C14647,S0073,"P00387,P00621",sports,15-08-2024 19.34,20-08-2024 7.17,20-08-2024 19.37,17-08-2024 19.34,30,172.11,33.71,2,5.616,17.38,Bhopal,Madhya Pradesh,22.576588,77.450684,Indore,Madhya Pradesh,22.720649,75.867096,163.29,19,3,8,0,1,2.39
O1004649,C14648,S0218,"P00623,P00637,P00487,P00029",groceries,09-03-2024 21.42,23-03-2024 20.04,28-03-2024 2.39,20-03-2024 21.42,54,194.46,65.61,4,17.519,148.982,Jaipur,Rajasthan,28.076641,75.272493,Ahmedabad,Gujarat,22.883919,72.73198,631.15,21,5,3,0,0,3.27
O1004650,C14649,S0076,"P00132,P00773",electronics,11-06-2024 7.26,29-06-2024 3.21,01-07-2024 10.32,27-06-2024 7.26,58,98.05,70.1,2,10.066,79.174,Delhi,Delhi,28.962517,78.814253,Ahmedabad,Gujarat,23.43465,72.922468,850.2,7,1,6,0,0,2.38
O1004651,C14650,S0240,"P00007,P00313",automotive,23-09-2024 11.28,15-10-2024 13.58,16-10-2024 18.29,13-10-2024 11.28,64,173.37,81.26,2,4.667,4.381,Surat,Gujarat,19.943362,73.365614,Chennai,Tamil Nadu,13.022206,80.273837,1064.88,11,0,9,0,0,2.23
O1004652,C14651,S0150,P00365,fashion,27-11-2024 3.18,28-12-2024 19.26,05-01-2025 14.52,27-12-2024 3.18,93,125.61,46.07,1,2.071,1.126,Lucknow,Uttar Pradesh,25.825039,80.74777,Coimbatore,Tamil Nadu,11.063643,76.741684,1694.52,3,2,11,1,0,3.22
O1004653,C14652,S0195,"P00767,P00513",fashion,13-01-2024 23.00,09-02-2024 9.39,15-02-2024 1.59,06-02-2024 23.00,80,437.29,27.95,2,2.43,19.386,Ahmedabad,Gujarat,23.25635,71.994787,Mysore,Karnataka,12.595952,76.809444,1289.8,23,5,1,0,0,3.22
O1004654,C14653,S0225,"P00189,P00059,P00016,P00365",beauty,18-06-2024 12.15,13-07-2024 7.26,18-07-2024 1.31,10-07-2024 12.15,75,373.29,55.24,4,10.627,25.578,Bhopal,Madhya Pradesh,23.263274,77.304401,Coimbatore,Tamil Nadu,11.183506,76.721279,1344.63,12,1,6,0,0,1.5
O1004655,C14654,S0054,"P00057,P00242,P00380",beauty,04-05-2024 1.12,20-05-2024 23.29,26-05-2024 3.08,18-05-2024 1.12,61,180.76,158.09,3,15.368,97.341,Pune,Maharashtra,19.588894,74.117117,Mysore,Karnataka,12.421726,76.749747,845.09,1,5,5,0,0,2.54
O1004656,C14655,S0194,"P00408,P00793",home_decor,03-10-2024 4.11,28-10-2024 21.23,30-10-2024 12.17,26-10-2024 4.11,71,194.75,58.23,2,0.693,6.108,Delhi,Delhi,28.466601,77.563087,Mumbai,Maharashtra,19.091364,72.621102,1157.03,4,3,10,0,0,4.78
O1004657,C14656,S0041,"P00479,P00480",automotive,06-12-2024 14.07,05-01-2025 1.11,07-01-2025 21.05,01-01-2025 14.07,80,157.76,101.73,2,9.566,95.537,Ahmedabad,Gujarat,22.564602,72.147264,Coimbatore,Tamil Nadu,10.922414,77.17359,1400.37,14,4,12,1,0,4.48
O1004658,C14657,S0170,"P00587,P00345,P00663",electronics,17-12-2024 14.23,07-01-2025 21.45,10-01-2025 12.17,06-01-2025 14.23,65,237.12,40.12,3,9.635,15.515,Ahmedabad,Gujarat,23.457765,73.257124,Goa,Goa,15.42934,74.104165,897.12,14,1,12,0,0,5.85
O1004659,C14658,S0014,"P00475,P00649",books,07-11-2024 17.09,28-11-2024 18.03,04-12-2024 14.50,26-11-2024 17.09,70,114.9,95.48,2,16.308,71.273,Nagpur,Maharashtra,21.215368,78.783825,Bengaluru,Karnataka,12.447651,77.758981,980.99,17,3,11,1,0,3.68
O1004660,C14659,S0132,"P00365,P00013,P00696",books,23-09-2024 14.20,06-10-2024 6.29,09-10-2024 18.14,03-10-2024 14.20,50,329.08,58.64,3,4.993,6.081,Bhopal,Madhya Pradesh,22.654663,77.714728,Jaipur,Rajasthan,26.963606,75.983838,509.97,14,0,9,0,0,4.06
O1004661,C14660,S0275,"P00656,P00791",beauty,03-04-2024 16.56,17-04-2024 2.02,19-04-2024 8.18,14-04-2024 16.56,49,98.8,40.37,2,7.202,5.351,Vadodara,Gujarat,21.947409,72.364319,Pune,Maharashtra,18.62312,73.75016,396.89,16,2,4,0,0,5.5
O1004662,C14661,S0228,"P00046,P00530",automotive,18-11-2024 9.04,26-11-2024 20.41,29-11-2024 20.57,25-11-2024 9.04,42,119.09,49.3,2,7.869,9.678,Mumbai,Maharashtra,18.453043,73.590269,Vadodara,Gujarat,22.554419,73.074418,459.2,9,0,11,0,0,1.5
O1004663,C14662,S0097,P00600,automotive,03-02-2024 22.40,26-02-2024 8.40,29-02-2024 14.20,23-02-2024 22.40,68,50.1,13.51,1,1.015,9.35,Kanpur,Uttar Pradesh,26.491868,80.803325,Vadodara,Gujarat,22.126337,72.953372,931.54,22,5,2,1,0,4.24
O1004664,C14663,S0069,"P00794,P00333,P00539,P00004",beauty,05-02-2024 23.40,23-02-2024 13.26,27-02-2024 20.18,21-02-2024 23.40,61,216.22,24.52,4,4.678,20.076,Pune,Maharashtra,18.767435,74.116862,Coimbatore,Tamil Nadu,10.896921,77.16232,934.27,23,0,2,0,0,1.5
O1004665,C14664,S0149,P00500,fashion,27-01-2024 3.57,28-01-2024 23.52,02-02-2024 7.55,27-01-2024 3.57,32,103.21,90.41,1,4.878,7.754,Chennai,Tamil Nadu,12.730191,79.317797,Chennai,Tamil Nadu,13.026343,80.069477,87.88,3,5,1,0,0,2.19
O1004666,C14665,S0296,"P00010,P00701,P00112",beauty,14-04-2024 20.45,07-05-2024 5.37,09-05-2024 5.27,03-05-2024 20.45,66,601.03,89.75,3,5.738,22.759,Chennai,Tamil Nadu,12.967676,80.433466,Nagpur,Maharashtra,21.236274,79.317947,927.02,20,6,4,0,0,4.86
O1004667,C14666,S0246,P00780,furniture,16-02-2024 22.15,28-02-2024 7.24,01-03-2024 5.27,25-02-2024 22.15,45,263.6,32.83,1,6.18,142.158,Hyderabad,Telangana,17.136249,78.607026,Bengaluru,Karnataka,13.313942,77.419636,443.7,22,4,2,1,0,1.99
O1004668,C14667,S0093,P00100,automotive,30-10-2024 3.30,19-11-2024 11.53,23-11-2024 3.17,16-11-2024 3.30,65,50.52,56.71,1,0.469,7.186,Goa,Goa,15.399787,73.979012,Bhopal,Madhya Pradesh,23.087102,76.912048,908.45,3,2,10,0,0,4.25
O1004669,C14668,S0058,P00631,beauty,14-04-2024 4.59,21-04-2024 13.05,22-04-2024 23.23,18-04-2024 4.59,37,64.51,71.25,1,3.556,8.668,Ahmedabad,Gujarat,23.144152,71.954403,Ahmedabad,Gujarat,22.996471,72.953864,103.56,4,6,4,0,0,5.32
O1004670,C14669,S0053,P00626,fashion,16-09-2024 15.37,23-09-2024 20.26,26-09-2024 20.16,21-09-2024 15.37,40,46.09,117.26,1,3.048,3.218,Bengaluru,Karnataka,12.823921,77.635827,Coimbatore,Tamil Nadu,11.18672,77.146202,189.68,15,0,9,1,0,4.04
O1004671,C14670,S0219,P00704,automotive,06-08-2024 5.56,25-08-2024 6.28,27-08-2024 20.27,23-08-2024 5.56,60,50.48,53.56,1,1.56,2.231,Vadodara,Gujarat,21.419792,73.396664,Kanpur,Uttar Pradesh,26.505699,80.776439,938.83,5,1,8,0,0,1.72
O1004672,C14671,S0251,"P00704,P00639,P00624,P00591",groceries,08-06-2024 19.53,22-06-2024 22.17,25-06-2024 18.49,20-06-2024 19.53,52,210.97,98.19,4,22.318,14.021,Hyderabad,Telangana,17.988252,78.255587,Goa,Goa,15.536441,74.267791,504.53,19,5,6,0,0,5.04
O1004673,C14672,S0115,"P00415,P00085",furniture,11-04-2024 0.46,27-04-2024 20.47,28-04-2024 17.55,26-04-2024 0.46,53,115.47,95.79,2,22.53,69.807,Ahmedabad,Gujarat,23.003566,72.503968,Delhi,Delhi,28.652182,76.801871,761.1,0,3,4,0,0,3.27
O1004674,C14673,S0262,"P00192,P00446,P00574",automotive,05-08-2024 16.11,08-08-2024 14.12,10-08-2024 4.34,05-08-2024 16.11,29,156.21,59.8,3,3.001,17.233,Hyderabad,Telangana,17.549659,79.369453,Hyderabad,Telangana,17.214896,78.538833,95.68,16,0,8,1,0,2.64
O1004675,C14674,S0255,P00159,furniture,06-11-2024 5.44,22-11-2024 7.53,25-11-2024 23.04,19-11-2024 5.44,57,99.1,46.53,1,10.583,61.949,Ahmedabad,Gujarat,22.582402,73.550958,Hyderabad,Telangana,17.176038,78.093429,766.01,5,2,11,0,0,2.25
O1004676,C14675,S0008,"P00499,P00653,P00237,P00789",sports,04-06-2024 15.16,05-07-2024 13.26,09-07-2024 19.40,02-07-2024 15.16,85,478.96,79.69,4,9.822,30.125,Lucknow,Uttar Pradesh,27.499964,81.410294,Goa,Goa,15.446993,74.158274,1534.99,15,1,6,1,0,3.45
O1004677,C14676,S0064,P00285,books,22-10-2024 14.18,04-11-2024 14.09,06-11-2024 2.47,02-11-2024 14.18,47,48.59,79.34,1,0.329,0.862,Vadodara,Gujarat,23.053804,73.753292,Jaipur,Rajasthan,27.207471,75.726835,502.76,14,1,10,0,0,3.04
O1004678,C14677,S0232,"P00775,P00639,P00363,P00564",groceries,21-11-2024 2.17,06-12-2024 19.42,10-12-2024 14.19,05-12-2024 2.17,57,212.63,23.71,4,3.394,22.555,Pune,Maharashtra,18.505775,73.691333,Nagpur,Maharashtra,21.313498,79.011232,637.74,2,3,11,1,0,3.73
O1004679,C14678,S0083,"P00362,P00404,P00643,P00140",automotive,19-05-2024 23.27,01-06-2024 18.36,02-06-2024 19.16,30-05-2024 23.27,46,279.28,160.03,4,10.412,20.054,Kanpur,Uttar Pradesh,26.702897,79.858877,Bhopal,Madhya Pradesh,23.153848,77.254025,474.02,23,6,5,0,0,4.24
O1004680,C14679,S0255,"P00088,P00356,P00647",electronics,10-02-2024 23.51,23-02-2024 3.47,27-02-2024 16.20,20-02-2024 23.51,51,181.91,38.67,3,4.906,14.206,Coimbatore,Tamil Nadu,11.73844,77.141736,Hyderabad,Telangana,17.176038,78.093429,613.25,23,5,2,0,0,2.25
O1004681,C14680,S0041,"P00042,P00361,P00003,P00322",automotive,22-07-2024 21.24,18-08-2024 14.34,21-08-2024 21.07,16-08-2024 21.24,76,373.53,77.38,4,18.565,33.9,Nagpur,Maharashtra,21.498616,78.532034,Coimbatore,Tamil Nadu,10.922414,77.17359,1184.9,21,0,7,0,0,4.48
O1004682,C14681,S0198,"P00173,P00459,P00129",groceries,26-03-2024 21.50,02-05-2024 2.26,08-05-2024 9.54,28-04-2024 21.50,99,279.1,43.62,3,3.269,10.889,Kanpur,Uttar Pradesh,27.551841,80.414532,Mysore,Karnataka,12.442328,76.623257,1725.8,21,1,3,1,0,5.57
O1004683,C14682,S0276,P00342,electronics,13-08-2024 23.41,04-09-2024 10.26,07-09-2024 2.17,02-09-2024 23.41,65,51.15,33.54,1,1.503,1.53,Surat,Gujarat,21.249216,72.915352,Delhi,Delhi,28.698597,77.45695,946.15,23,1,8,1,0,5.26
O1004684,C14683,S0263,"P00674,P00751,P00366,P00179",fashion,15-09-2024 12.13,27-09-2024 18.02,30-09-2024 18.50,24-09-2024 12.13,49,466.7,30.99,4,4.212,35.04,Indore,Madhya Pradesh,22.434254,75.714606,Nagpur,Maharashtra,21.234721,79.143797,378.24,12,6,9,1,0,5.4
O1004685,C14684,S0086,"P00101,P00103",home_decor,09-08-2024 15.58,10-09-2024 15.23,14-09-2024 17.47,07-09-2024 15.58,87,148.61,56.98,2,3.705,8.302,Chennai,Tamil Nadu,13.810853,80.339869,Delhi,Delhi,28.64909,76.642116,1693.51,15,4,8,0,0,1.5
O1004686,C14685,S0298,"P00715,P00703",automotive,03-09-2024 16.12,22-09-2024 23.44,24-09-2024 10.35,20-09-2024 16.12,59,143.25,48.99,2,9.518,10.693,Mumbai,Maharashtra,19.06984,72.90856,Mysore,Karnataka,12.360959,76.478326,838.03,16,1,9,0,0,3.79
O1004687,C14686,S0090,"P00303,P00160,P00049,P00467",beauty,14-07-2024 2.29,07-08-2024 14.55,12-08-2024 3.13,05-08-2024 2.29,74,224.48,55.04,4,14.541,23.035,Surat,Gujarat,22.232451,73.013963,Bengaluru,Karnataka,12.987074,77.422343,1128.95,2,6,7,0,0,4.32
O1004688,C14687,S0149,P00756,furniture,12-02-2024 10.44,14-03-2024 16.17,18-03-2024 18.54,11-03-2024 10.44,86,672.22,119.88,1,8.939,32.219,Lucknow,Uttar Pradesh,27.241546,81.508713,Chennai,Tamil Nadu,13.026343,80.069477,1587.73,10,0,2,0,0,2.19
O1004689,C14688,S0175,"P00088,P00790,P00038",books,31-10-2024 20.21,14-11-2024 3.12,16-11-2024 0.05,11-11-2024 20.21,49,341.51,39.02,3,5.224,9.042,Goa,Goa,16.048683,75.061955,Hyderabad,Telangana,17.249722,78.846888,424.75,20,3,10,0,1,4.78
O1004690,C14689,S0130,"P00307,P00478,P00338",beauty,19-03-2024 20.54,19-04-2024 11.14,24-04-2024 20.49,17-04-2024 20.54,87,283.68,28.15,3,4.541,17.748,Goa,Goa,15.912386,75.189669,Kolkata,West Bengal,22.606773,88.327103,1565.9,20,1,3,0,0,3.04
O1004691,C14690,S0030,"P00003,P00714",automotive,30-03-2024 6.20,14-04-2024 20.39,19-04-2024 7.08,12-04-2024 6.20,58,232.85,48.4,2,8.781,16.045,Jaipur,Rajasthan,27.01515,75.771712,Surat,Gujarat,21.334612,73.210459,682.93,6,5,3,0,0,3.75
O1004692,C14691,S0023,"P00777,P00497",beauty,13-07-2024 0.44,17-07-2024 13.07,18-07-2024 5.07,16-07-2024 0.44,30,361.99,37.15,2,1.881,4.89,Vadodara,Gujarat,22.085335,73.459658,Surat,Gujarat,21.287571,73.269191,90.86,0,5,7,0,0,2.63
O1004693,C14692,S0234,"P00353,P00322,P00458",books,05-06-2024 23.02,06-07-2024 2.53,09-07-2024 14.51,03-07-2024 23.02,83,178.76,60.34,3,11.293,82.872,Vadodara,Gujarat,23.478563,73.517634,Kolkata,West Bengal,22.421451,88.156585,1502.88,23,2,6,0,0,3.71
O1004694,C14693,S0148,"P00046,P00350",electronics,25-05-2024 11.56,09-06-2024 10.00,11-06-2024 4.01,06-06-2024 11.56,51,139.13,28.74,2,5.896,8.025,Nagpur,Maharashtra,20.774986,79.768455,Pune,Maharashtra,18.447832,73.520336,703.67,11,5,5,0,0,1.7
O1004695,C14694,S0202,"P00452,P00513",books,14-10-2024 16.37,29-10-2024 14.53,02-11-2024 11.22,26-10-2024 16.37,55,411.42,26.24,2,2.592,15.032,Indore,Madhya Pradesh,23.060412,76.167378,Delhi,Delhi,28.914231,77.142013,658.15,16,0,10,1,0,3.25
O1004696,C14695,S0157,"P00777,P00746,P00178,P00166",automotive,03-09-2024 16.34,04-10-2024 9.29,07-10-2024 10.07,02-10-2024 16.34,83,312.93,37.98,4,2.345,19.611,Bengaluru,Karnataka,12.158378,78.055335,Kanpur,Uttar Pradesh,26.290241,80.50872,1592.22,16,1,9,0,0,2.64
O1004697,C14696,S0077,P00187,electronics,19-06-2024 8.11,01-07-2024 16.49,02-07-2024 3.37,29-06-2024 8.11,44,47.35,29.6,1,1.567,4.828,Chennai,Tamil Nadu,13.045975,79.816687,Hyderabad,Telangana,17.514075,78.760426,509.58,8,2,6,0,0,1.91
O1004698,C14697,S0162,"P00428,P00662,P00501",electronics,28-08-2024 10.14,09-09-2024 4.15,09-09-2024 10.26,05-09-2024 10.14,43,163.54,33.91,3,3.74,17.097,Pune,Maharashtra,19.437419,73.535368,Ahmedabad,Gujarat,23.051843,72.433492,417.81,10,2,8,0,0,3.81
O1004699,C14698,S0281,P00488,home_decor,20-03-2024 22.05,12-04-2024 5.02,17-04-2024 2.17,09-04-2024 22.05,71,93.8,120.73,1,5.141,1.736,Pune,Maharashtra,18.800004,73.969064,Delhi,Delhi,28.717498,77.205688,1150.73,22,2,3,0,0,1.95
O1004700,C14699,S0161,"P00023,P00599,P00649,P00455",groceries,03-01-2024 6.25,31-01-2024 7.21,03-02-2024 13.54,29-01-2024 6.25,78,417.16,118.4,4,18.632,86.173,Mumbai,Maharashtra,19.049377,71.979199,Lucknow,Uttar Pradesh,27.080559,80.816362,1269.87,6,2,1,0,0,3.98
O1004701,C14700,S0149,P00749,toys,13-09-2024 1.56,25-09-2024 7.02,25-09-2024 20.17,23-09-2024 1.56,44,51.36,118.74,1,1.285,6.575,Coimbatore,Tamil Nadu,11.897451,75.818202,Chennai,Tamil Nadu,13.026343,80.069477,478.33,1,4,9,0,0,2.19
O1004702,C14701,S0262,P00305,toys,08-09-2024 4.01,17-09-2024 17.04,18-09-2024 19.33,16-09-2024 4.01,40,262.97,32.46,1,2.071,12.131,Nagpur,Maharashtra,20.463645,79.012746,Hyderabad,Telangana,17.214896,78.538833,364.67,4,6,9,0,0,2.64
O1004703,C14702,S0234,"P00064,P00651,P00274,P00440",toys,31-07-2024 19.29,20-08-2024 10.16,25-08-2024 12.41,18-08-2024 19.29,66,252.23,76.38,4,4.51,19.596,Nagpur,Maharashtra,20.612256,79.52468,Kolkata,West Bengal,22.421451,88.156585,915.15,19,2,7,0,0,3.71
O1004704,C14703,S0006,P00300,automotive,10-07-2024 16.27,30-07-2024 7.31,03-08-2024 7.43,26-07-2024 16.27,64,342.49,39.84,1,1.596,3.03,Nagpur,Maharashtra,21.910352,78.357869,Chennai,Tamil Nadu,12.962572,80.212361,1014.16,16,2,7,0,0,1.75
O1004705,C14704,S0215,"P00728,P00295,P00720,P00058",beauty,07-09-2024 23.06,08-10-2024 15.10,11-10-2024 14.48,06-10-2024 23.06,83,362.53,63.74,4,2.647,22.475,Lucknow,Uttar Pradesh,25.92786,80.563192,Mysore,Karnataka,12.359756,76.918883,1556.21,23,5,9,0,0,3.12
O1004706,C14705,S0224,"P00106,P00444",electronics,24-11-2024 14.54,18-12-2024 1.22,23-12-2024 11.38,14-12-2024 14.54,74,97.55,35.93,2,6.547,11.334,Mysore,Karnataka,11.866021,76.232462,Surat,Gujarat,21.016205,72.706736,1084.53,14,6,11,0,0,3.75
O1004707,C14706,S0148,"P00069,P00211",books,06-02-2024 15.16,13-02-2024 19.37,14-02-2024 12.39,10-02-2024 15.16,35,125.2,24.16,2,1.099,3.197,Surat,Gujarat,21.194185,72.754673,Pune,Maharashtra,18.447832,73.520336,315.71,15,1,2,0,0,1.7
O1004708,C14707,S0102,P00359,sports,20-01-2024 15.45,25-02-2024 4.20,03-03-2024 18.06,23-02-2024 15.45,100,47.91,39.31,1,4.003,1.001,Kolkata,West Bengal,22.733709,89.062489,Goa,Goa,15.71438,74.069959,1755.37,15,5,1,0,0,6.15
O1004709,C14708,S0156,"P00679,P00630",beauty,16-07-2024 14.33,12-08-2024 16.43,19-08-2024 2.16,09-08-2024 14.33,82,402.71,42.21,2,5.019,17.95,Mysore,Karnataka,11.775319,77.017891,Bhopal,Madhya Pradesh,23.18236,77.5213,1269.52,14,1,7,1,0,4.56
O1004710,C14709,S0282,P00629,toys,24-03-2024 8.32,17-04-2024 1.53,20-04-2024 12.33,15-04-2024 8.32,71,179.19,24.68,1,1.141,12.663,Pune,Maharashtra,19.670214,73.77564,Delhi,Delhi,28.862953,76.851642,1068.53,8,6,3,0,0,5.04
O1004711,C14710,S0075,"P00235,P00613,P00579,P00430",electronics,11-08-2024 11.56,09-09-2024 20.49,12-09-2024 17.15,07-09-2024 11.56,80,527.13,174.15,4,20.18,96.712,Jaipur,Rajasthan,27.190808,75.805348,Goa,Goa,15.365763,73.974303,1328.43,11,6,8,0,0,4.69
O1004712,C14711,S0238,"P00742,P00181",home_decor,27-06-2024 1.10,15-07-2024 6.23,17-07-2024 6.42,12-07-2024 1.10,58,157.18,46.73,2,0.559,7.202,Thiruvananthapuram,Kerala,7.843742,76.549639,Goa,Goa,15.270482,74.232023,863.49,1,3,6,0,0,2.06
O1004713,C14712,S0164,P00389,fashion,29-12-2024 1.36,17-01-2025 20.03,21-01-2025 15.13,16-01-2025 1.36,64,52.05,48.55,1,1.476,9.054,Kanpur,Uttar Pradesh,27.206055,81.168295,Ahmedabad,Gujarat,22.960944,72.61523,981.81,1,6,12,0,0,2.48
O1004714,C14713,S0037,"P00214,P00577",electronics,21-11-2024 18.16,27-11-2024 21.28,01-12-2024 16.06,24-11-2024 18.16,39,421.71,30.85,2,2.203,19.385,Coimbatore,Tamil Nadu,10.880879,76.68063,Bengaluru,Karnataka,12.696066,77.407035,216.77,18,3,11,0,0,3.42
O1004715,C14714,S0296,"P00504,P00689,P00503",beauty,22-12-2024 6.54,10-01-2025 17.32,16-01-2025 14.04,08-01-2025 6.54,67,328.57,105.16,3,10.81,30.668,Delhi,Delhi,28.579603,77.498024,Nagpur,Maharashtra,21.236274,79.317947,836.87,6,6,12,1,0,4.86
O1004716,C14715,S0004,"P00543,P00451,P00542,P00560",automotive,29-11-2024 9.49,17-12-2024 3.00,19-12-2024 3.26,14-12-2024 9.49,57,532.9,49.07,4,9.882,16.68,Nagpur,Maharashtra,21.190459,78.817674,Ahmedabad,Gujarat,22.840895,72.288939,697.52,9,4,11,0,0,4.92
